Correlativo,Remitente,Departamento de Recepción,Departamento de Destino,Descripción,Peso (kg),Estado,Clasificación
02692,Sofía García,Escuintla,Izabal,Libros,0.2,R,Paquete Mediano
02693,Javier González,Peten,Suchitepéquez,Artículos de decoración,3.3,E,Bolsa
02694,Andrés López,Alta Verapaz,Guatemala,Electrónicos,1.4,T,Sobre
02695,Sofía Hernández,Quetzaltenango,Peten,Comida,8.7,E,Sobre
02696,Sofía Castillo,Guatemala,Escuintla,Libros,4.6,T,Bolsa
02697,Luisa Hernández,Izabal,Quetzaltenango,Comida,5.1,E,Sobre
02698,Carolina Ramírez,Sacatepéquez,Sacatepéquez,Libros,4.1,T,Paquete Mediano
02699,Carlos García,Suchitepéquez,Izabal,Electrodomésticos,7.2,T,Paquete Mediano
02700,Andrés Méndez,Peten,Guatemala,Comida,5.3,R,Sobre
02701,María Ruiz,Huehuetenango,Peten,Artículos de decoración,4.1,R,Bolsa
02702,Ana Hernández,Guatemala,Sacatepéquez,Herramientas,1.0,R,Bolsa
02703,Javier Castillo,Huehuetenango,Quetzaltenango,Electrónicos,3.5,E,Paquete Grande
02704,Sofía Rodríguez,Huehuetenango,Quetzaltenango,Libros,3.5,R,Sobre
02705,Javier Hernández,Suchitepéquez,Alta Verapaz,Electrodomésticos,5.6,T,Paquete Grande
02706,Carolina Hernández,Suchitepéquez,Alta Verapaz,Libros,1.4,E,Paquete Grande
02707,Carlos López,Chimaltenango,Izabal,Juguetes,2.0,R,Paquete Mediano
02708,Luisa Ruiz,Quetzaltenango,Alta Verapaz,Juguetes,3.5,T,Paquete Mediano
02709,Andrés Rodríguez,Peten,Suchitepéquez,Ropa,6.2,T,Paquete Mediano
02710,Javier Ramírez,Suchitepéquez,Izabal,Electrodomésticos,5.1,E,Paquete Grande
02711,Ana Méndez,Quetzaltenango,Sacatepéquez,Libros,7.9,E,Paquete Mediano
02712,Javier Ramírez,Guatemala,Escuintla,Juguetes,3.0,E,Sobre
02713,Carolina Morales,Huehuetenango,Escuintla,Electrodomésticos,9.0,E,Sobre
02714,Diego Morales,Quetzaltenango,Sacatepéquez,Electrónicos,3.0,E,Paquete Grande
02715,María Castillo,Escuintla,Huehuetenango,Herramientas,4.0,R,Paquete Mediano
02716,Sofía Méndez,Escuintla,Guatemala,Comida,4.8,E,Bolsa
02717,Ana Morales,Suchitepéquez,Escuintla,Comida,1.4,T,Paquete Mediano
02718,Andrés Morales,Escuintla,Peten,Electrodomésticos,0.8,R,Bolsa
02719,María Méndez,Quetzaltenango,Alta Verapaz,Electrodomésticos,9.9,T,Paquete Mediano
02720,Juan Hernández,Quetzaltenango,Guatemala,Artículos de decoración,1.6,T,Paquete Mediano
02721,María García,Guatemala,Peten,Comida,5.5,R,Paquete Grande
02722,Carolina Hernández,Huehuetenango,Peten,Electrónicos,5.1,R,Paquete Mediano
02723,Luisa Castillo,Escuintla,Suchitepéquez,Comida,3.4,E,Bolsa
02724,Javier López,Escuintla,Peten,Artículos de decoración,3.2,R,Bolsa
02725,Ana López,Escuintla,Chimaltenango,Electrónicos,0.7,T,Bolsa
02726,Andrés Morales,Alta Verapaz,Izabal,Electrónicos,1.5,R,Paquete Grande
02727,Javier González,Peten,Suchitepéquez,Ropa,4.3,T,Bolsa
02728,Andrés Hernández,Escuintla,Sacatepéquez,Artículos de decoración,6.4,R,Paquete Grande
02729,María Ramírez,Chimaltenango,Peten,Electrónicos,9.2,T,Paquete Mediano
02730,Sofía Ramírez,Izabal,Alta Verapaz,Artículos de decoración,5.8,E,Sobre
02731,Luisa Ruiz,Peten,Peten,Electrodomésticos,1.8,T,Paquete Mediano
02732,María Hernández,Sacatepéquez,Izabal,Electrodomésticos,6.9,T,Paquete Grande
02733,Carlos Rodríguez,Sacatepéquez,Sacatepéquez,Artículos de decoración,4.0,T,Paquete Mediano
02734,Ana Hernández,Izabal,Peten,Juguetes,7.3,E,Paquete Grande
02735,Diego González,Alta Verapaz,Izabal,Juguetes,2.5,R,Sobre
02736,Sofía Méndez,Quetzaltenango,Huehuetenango,Electrónicos,4.1,E,Sobre
02737,María Castillo,Alta Verapaz,Sacatepéquez,Ropa,8.7,T,Paquete Grande
02738,Juan Ramírez,Izabal,Guatemala,Juguetes,5.0,E,Paquete Mediano
02739,Andrés Morales,Huehuetenango,Guatemala,Electrónicos,3.0,R,Paquete Grande
02740,Ana Méndez,Chimaltenango,Izabal,Herramientas,8.4,R,Paquete Mediano
02741,Diego García,Chimaltenango,Escuintla,Herramientas,0.8,R,Sobre
02742,Luisa Morales,Huehuetenango,Chimaltenango,Electrodomésticos,5.6,E,Sobre
02743,Andrés Ruiz,Sacatepéquez,Chimaltenango,Electrónicos,3.1,R,Sobre
02744,Andrés Ruiz,Alta Verapaz,Chimaltenango,Artículos de decoración,0.9,T,Bolsa
02745,Andrés Morales,Izabal,Guatemala,Herramientas,7.0,T,Sobre
02746,Juan Méndez,Guatemala,Alta Verapaz,Electrodomésticos,4.9,E,Paquete Mediano
02747,Carlos Ruiz,Peten,Huehuetenango,Herramientas,3.0,R,Paquete Mediano
02748,Diego Méndez,Izabal,Chimaltenango,Comida,5.3,E,Paquete Grande
02749,Sofía Méndez,Suchitepéquez,Alta Verapaz,Ropa,0.7,T,Bolsa
02750,Diego Ramírez,Quetzaltenango,Suchitepéquez,Artículos de decoración,0.9,E,Paquete Mediano
02751,Carlos Méndez,Sacatepéquez,Izabal,Comida,1.9,R,Paquete Mediano
02752,Luisa Castillo,Sacatepéquez,Sacatepéquez,Artículos de decoración,3.0,R,Paquete Mediano
02753,Ana Morales,Peten,Huehuetenango,Comida,2.5,E,Paquete Grande
02754,Luisa Ramírez,Peten,Izabal,Libros,0.1,T,Paquete Grande
02755,Ana Morales,Sacatepéquez,Quetzaltenango,Herramientas,0.2,T,Paquete Grande
02756,Diego Castillo,Suchitepéquez,Izabal,Libros,0.1,R,Paquete Mediano
02757,Diego Morales,Peten,Huehuetenango,Electrodomésticos,3.1,R,Paquete Mediano
02758,Andrés Rodríguez,Suchitepéquez,Peten,Libros,5.6,R,Sobre
02759,Andrés López,Alta Verapaz,Guatemala,Comida,2.8,R,Bolsa
02760,Diego Rodríguez,Alta Verapaz,Huehuetenango,Electrodomésticos,7.0,R,Sobre
02761,Ana Hernández,Quetzaltenango,Guatemala,Ropa,8.5,R,Paquete Grande
02762,Luisa Castillo,Suchitepéquez,Escuintla,Ropa,8.3,T,Paquete Mediano
02763,Andrés Ramírez,Suchitepéquez,Alta Verapaz,Artículos de decoración,6.2,E,Sobre
02764,Ana Morales,Alta Verapaz,Escuintla,Electrónicos,0.8,T,Paquete Grande
02765,Diego Méndez,Suchitepéquez,Quetzaltenango,Ropa,8.0,R,Bolsa
02766,Andrés Rodríguez,Escuintla,Chimaltenango,Electrónicos,0.0,T,Paquete Grande
02767,Carlos Hernández,Peten,Peten,Electrodomésticos,7.4,T,Bolsa
02768,Diego Castillo,Alta Verapaz,Alta Verapaz,Juguetes,9.9,E,Bolsa
02769,Ana Castillo,Izabal,Suchitepéquez,Juguetes,4.3,R,Bolsa
02770,Carolina López,Chimaltenango,Sacatepéquez,Herramientas,10.0,T,Bolsa
02771,Luisa Hernández,Huehuetenango,Escuintla,Juguetes,5.5,E,Paquete Mediano
02772,Javier Rodríguez,Escuintla,Sacatepéquez,Herramientas,1.1,E,Bolsa
02773,Ana Morales,Guatemala,Suchitepéquez,Herramientas,6.3,R,Sobre
02774,Juan Castillo,Escuintla,Alta Verapaz,Comida,2.8,T,Paquete Mediano
02775,Ana Rodríguez,Chimaltenango,Suchitepéquez,Electrodomésticos,5.8,T,Sobre
02776,Ana Rodríguez,Peten,Huehuetenango,Electrodomésticos,9.6,T,Bolsa
02777,Andrés Rodríguez,Suchitepéquez,Izabal,Electrodomésticos,4.7,E,Paquete Mediano
02778,Javier Castillo,Chimaltenango,Alta Verapaz,Herramientas,9.5,E,Paquete Grande
02779,Luisa González,Peten,Izabal,Artículos de decoración,6.4,T,Sobre
02780,Javier Ramírez,Alta Verapaz,Chimaltenango,Herramientas,0.8,T,Paquete Grande
02781,Javier López,Huehuetenango,Quetzaltenango,Juguetes,9.7,E,Sobre
02782,Luisa Ramírez,Peten,Guatemala,Juguetes,1.1,T,Paquete Mediano
02783,Juan Castillo,Chimaltenango,Guatemala,Libros,6.9,R,Paquete Mediano
02784,Carlos García,Quetzaltenango,Chimaltenango,Comida,5.2,R,Paquete Grande
02785,Ana Hernández,Chimaltenango,Chimaltenango,Herramientas,1.2,R,Bolsa
02786,Juan García,Peten,Sacatepéquez,Juguetes,4.7,R,Sobre
02787,Javier López,Alta Verapaz,Chimaltenango,Artículos de decoración,0.6,R,Bolsa
02788,Andrés Castillo,Huehuetenango,Izabal,Electrodomésticos,5.9,E,Paquete Grande
02789,Sofía García,Escuintla,Izabal,Electrónicos,1.6,T,Paquete Grande
02790,Diego Castillo,Alta Verapaz,Suchitepéquez,Comida,1.3,R,Bolsa
02791,María González,Peten,Suchitepéquez,Libros,8.3,T,Paquete Grande
02792,Ana García,Guatemala,Sacatepéquez,Artículos de decoración,7.6,R,Paquete Mediano
02793,Carlos Méndez,Escuintla,Guatemala,Comida,1.5,T,Bolsa
02794,María Ruiz,Peten,Izabal,Juguetes,7.6,R,Paquete Grande
02795,María Ramírez,Alta Verapaz,Quetzaltenango,Artículos de decoración,4.4,T,Bolsa
02796,Ana Méndez,Chimaltenango,Chimaltenango,Electrodomésticos,9.4,R,Bolsa
02797,Carolina López,Guatemala,Quetzaltenango,Electrónicos,7.1,R,Bolsa
02798,Ana García,Suchitepéquez,Huehuetenango,Herramientas,8.8,T,Paquete Grande
02799,Javier Rodríguez,Quetzaltenango,Chimaltenango,Herramientas,7.0,E,Paquete Grande
02800,Carlos Méndez,Guatemala,Guatemala,Artículos de decoración,9.2,T,Sobre
02801,Luisa García,Escuintla,Suchitepéquez,Artículos de decoración,0.5,E,Bolsa
02802,Sofía Hernández,Escuintla,Guatemala,Juguetes,4.8,E,Bolsa
02803,Carlos Morales,Quetzaltenango,Sacatepéquez,Ropa,8.4,R,Bolsa
02804,Juan García,Alta Verapaz,Guatemala,Ropa,1.0,E,Paquete Mediano
02805,Juan Méndez,Peten,Guatemala,Electrodomésticos,3.0,E,Paquete Grande
02806,María Rodríguez,Chimaltenango,Izabal,Electrodomésticos,8.6,E,Paquete Grande
02807,Ana López,Izabal,Alta Verapaz,Comida,9.8,E,Bolsa
02808,Andrés González,Huehuetenango,Izabal,Libros,4.6,R,Paquete Grande
02809,Juan García,Alta Verapaz,Quetzaltenango,Artículos de decoración,9.9,E,Paquete Grande
02810,Diego Méndez,Guatemala,Izabal,Electrónicos,7.3,T,Paquete Grande
02811,Carlos García,Guatemala,Sacatepéquez,Ropa,7.7,E,Paquete Grande
02812,Andrés García,Quetzaltenango,Izabal,Electrodomésticos,7.8,T,Bolsa
02813,Diego Ruiz,Guatemala,Huehuetenango,Electrodomésticos,8.7,E,Bolsa
02814,Diego Rodríguez,Escuintla,Huehuetenango,Juguetes,5.6,R,Paquete Mediano
02815,Carolina López,Escuintla,Peten,Artículos de decoración,3.1,R,Bolsa
02816,Carolina Méndez,Izabal,Escuintla,Artículos de decoración,1.0,R,Paquete Mediano
02817,Carlos García,Guatemala,Chimaltenango,Electrodomésticos,9.2,R,Sobre
02818,Andrés Hernández,Izabal,Alta Verapaz,Herramientas,1.5,R,Paquete Grande
02819,Luisa González,Escuintla,Peten,Electrónicos,2.8,T,Paquete Grande
02820,Carolina López,Alta Verapaz,Suchitepéquez,Electrodomésticos,4.6,R,Paquete Mediano
02821,Sofía Ramírez,Izabal,Izabal,Artículos de decoración,6.3,R,Paquete Mediano
02822,Ana García,Guatemala,Escuintla,Herramientas,4.9,E,Bolsa
02823,Carlos Ruiz,Sacatepéquez,Huehuetenango,Herramientas,3.8,T,Bolsa
02824,Carlos Castillo,Escuintla,Huehuetenango,Electrónicos,8.3,R,Bolsa
02825,Ana Ramírez,Alta Verapaz,Alta Verapaz,Comida,5.6,T,Sobre
02826,Sofía Hernández,Chimaltenango,Chimaltenango,Electrónicos,8.8,T,Paquete Mediano
02827,Juan García,Huehuetenango,Izabal,Comida,9.5,E,Paquete Mediano
02828,Luisa Ramírez,Quetzaltenango,Izabal,Libros,3.9,T,Paquete Grande
02829,Ana López,Guatemala,Escuintla,Juguetes,0.8,E,Bolsa
02830,Carolina Castillo,Izabal,Peten,Ropa,2.2,T,Sobre
02831,Andrés Ruiz,Escuintla,Escuintla,Herramientas,9.1,R,Paquete Grande
02832,Diego Morales,Sacatepéquez,Alta Verapaz,Libros,9.4,E,Paquete Mediano
02833,Diego Ramírez,Peten,Izabal,Libros,4.4,T,Bolsa
02834,Carolina Hernández,Chimaltenango,Izabal,Comida,6.5,E,Sobre
02835,Javier Hernández,Chimaltenango,Sacatepéquez,Juguetes,9.2,T,Paquete Mediano
02836,Carlos González,Escuintla,Chimaltenango,Juguetes,6.6,E,Sobre
02837,María Ramírez,Peten,Alta Verapaz,Electrodomésticos,0.4,E,Sobre
02838,Sofía Ruiz,Chimaltenango,Suchitepéquez,Artículos de decoración,3.8,R,Bolsa
02839,Javier Hernández,Peten,Alta Verapaz,Artículos de decoración,7.4,E,Paquete Mediano
02840,Carolina García,Escuintla,Alta Verapaz,Libros,0.7,T,Sobre
02841,Javier López,Quetzaltenango,Izabal,Electrónicos,9.4,E,Bolsa
02842,Carolina Méndez,Alta Verapaz,Guatemala,Herramientas,7.8,R,Paquete Grande
02843,María Rodríguez,Peten,Izabal,Juguetes,9.4,E,Sobre
02844,María Ramírez,Chimaltenango,Huehuetenango,Electrodomésticos,2.2,T,Bolsa
02845,María González,Sacatepéquez,Sacatepéquez,Juguetes,6.9,E,Paquete Mediano
02846,María Ruiz,Huehuetenango,Sacatepéquez,Juguetes,7.3,T,Paquete Grande
02847,Carlos Ramírez,Sacatepéquez,Suchitepéquez,Juguetes,7.8,T,Sobre
02848,Ana García,Quetzaltenango,Alta Verapaz,Ropa,2.2,T,Paquete Mediano
02849,Luisa García,Escuintla,Suchitepéquez,Libros,3.1,E,Sobre
02850,María Ruiz,Suchitepéquez,Chimaltenango,Electrónicos,2.2,E,Paquete Grande
02851,Andrés Castillo,Suchitepéquez,Huehuetenango,Artículos de decoración,3.9,R,Sobre
02852,Sofía González,Guatemala,Huehuetenango,Artículos de decoración,8.9,R,Bolsa
02853,Javier Rodríguez,Izabal,Escuintla,Electrónicos,6.1,E,Bolsa
02854,Carlos Ruiz,Escuintla,Chimaltenango,Ropa,1.8,T,Paquete Mediano
02855,Sofía Hernández,Guatemala,Peten,Libros,1.3,E,Sobre
02856,Sofía Morales,Suchitepéquez,Suchitepéquez,Artículos de decoración,8.0,T,Paquete Grande
02857,Javier López,Escuintla,Izabal,Comida,7.0,R,Sobre
02858,Javier Hernández,Huehuetenango,Sacatepéquez,Artículos de decoración,5.7,E,Paquete Mediano
02859,Luisa Morales,Izabal,Suchitepéquez,Artículos de decoración,3.1,R,Sobre
02860,Juan Ruiz,Alta Verapaz,Huehuetenango,Libros,4.3,T,Paquete Grande
02861,María López,Izabal,Quetzaltenango,Artículos de decoración,8.0,T,Sobre
02862,Carolina Castillo,Peten,Alta Verapaz,Libros,7.8,T,Paquete Mediano
02863,Carlos González,Alta Verapaz,Suchitepéquez,Libros,0.5,E,Bolsa
02864,Sofía Ruiz,Izabal,Sacatepéquez,Juguetes,6.6,E,Paquete Mediano
02865,María Castillo,Sacatepéquez,Escuintla,Libros,2.2,R,Sobre
02866,Ana Castillo,Guatemala,Sacatepéquez,Libros,1.4,E,Paquete Mediano
02867,María Ramírez,Escuintla,Chimaltenango,Electrónicos,4.5,E,Sobre
02868,Juan González,Quetzaltenango,Peten,Electrodomésticos,5.2,T,Bolsa
02869,Juan González,Izabal,Quetzaltenango,Electrodomésticos,6.9,E,Sobre
02870,Carolina Hernández,Peten,Suchitepéquez,Electrónicos,8.3,E,Paquete Grande
02871,María Hernández,Peten,Huehuetenango,Electrodomésticos,0.1,E,Sobre
02872,Andrés Morales,Suchitepéquez,Suchitepéquez,Comida,1.0,R,Paquete Mediano
02873,Javier Morales,Escuintla,Peten,Comida,9.1,R,Paquete Mediano
02874,Carlos García,Guatemala,Sacatepéquez,Ropa,9.4,E,Bolsa
02875,Andrés Ruiz,Quetzaltenango,Quetzaltenango,Electrónicos,2.7,T,Bolsa
02876,Ana López,Sacatepéquez,Huehuetenango,Libros,8.4,T,Paquete Grande
02877,Juan Méndez,Quetzaltenango,Escuintla,Juguetes,2.4,R,Paquete Mediano
02878,María García,Huehuetenango,Alta Verapaz,Juguetes,8.4,E,Paquete Mediano
02879,Carlos García,Alta Verapaz,Guatemala,Electrónicos,7.2,T,Sobre
02880,Andrés Ruiz,Huehuetenango,Escuintla,Herramientas,9.3,T,Paquete Grande
02881,Luisa Ramírez,Guatemala,Suchitepéquez,Artículos de decoración,8.4,T,Paquete Grande
02882,Carlos Ramírez,Guatemala,Izabal,Comida,7.5,E,Bolsa
02883,Javier Ruiz,Huehuetenango,Peten,Libros,9.8,R,Sobre
02884,Sofía García,Guatemala,Sacatepéquez,Ropa,0.8,T,Paquete Grande
02885,Diego Morales,Sacatepéquez,Quetzaltenango,Libros,8.8,T,Sobre
02886,Carlos Hernández,Suchitepéquez,Peten,Juguetes,6.0,T,Sobre
02887,Andrés Méndez,Peten,Alta Verapaz,Libros,1.8,T,Sobre
02888,Andrés Ruiz,Alta Verapaz,Sacatepéquez,Libros,4.6,T,Sobre
02889,Diego Ramírez,Chimaltenango,Alta Verapaz,Libros,1.0,E,Paquete Mediano
02890,Ana Castillo,Guatemala,Guatemala,Juguetes,1.2,T,Sobre
02891,Luisa Hernández,Sacatepéquez,Alta Verapaz,Electrónicos,6.1,T,Sobre
02892,Sofía Ramírez,Chimaltenango,Peten,Electrodomésticos,9.6,E,Paquete Grande
02893,Carlos Ramírez,Izabal,Quetzaltenango,Electrónicos,6.0,T,Paquete Grande
02894,Carolina González,Sacatepéquez,Peten,Herramientas,2.0,R,Bolsa
02895,Luisa González,Quetzaltenango,Quetzaltenango,Artículos de decoración,6.7,E,Bolsa
02896,Sofía González,Guatemala,Izabal,Electrodomésticos,6.0,E,Paquete Mediano
02897,Diego Hernández,Guatemala,Suchitepéquez,Comida,8.5,T,Bolsa
02898,Luisa González,Izabal,Escuintla,Comida,4.4,T,Bolsa
02899,Diego Méndez,Quetzaltenango,Alta Verapaz,Comida,9.8,E,Sobre
02900,Diego Ruiz,Quetzaltenango,Huehuetenango,Electrónicos,2.9,T,Paquete Mediano
02901,Andrés García,Peten,Alta Verapaz,Ropa,9.9,R,Sobre
02902,Luisa Ramírez,Huehuetenango,Quetzaltenango,Libros,0.6,E,Paquete Grande
02903,Carolina García,Guatemala,Quetzaltenango,Libros,8.2,T,Bolsa
02904,Javier López,Suchitepéquez,Quetzaltenango,Juguetes,8.1,E,Paquete Mediano
02905,Carlos Hernández,Izabal,Escuintla,Artículos de decoración,3.4,T,Paquete Grande
02906,Javier Méndez,Guatemala,Quetzaltenango,Electrónicos,9.3,E,Paquete Grande
02907,Carlos Rodríguez,Suchitepéquez,Suchitepéquez,Juguetes,7.8,T,Paquete Mediano
02908,Diego Hernández,Escuintla,Quetzaltenango,Ropa,9.8,T,Paquete Mediano
02909,María García,Guatemala,Izabal,Artículos de decoración,2.2,E,Sobre
02910,Javier Morales,Peten,Guatemala,Electrónicos,9.6,R,Paquete Grande
02911,Carlos Castillo,Guatemala,Sacatepéquez,Herramientas,6.3,R,Sobre
02912,Carlos Rodríguez,Izabal,Alta Verapaz,Juguetes,1.9,R,Paquete Grande
02913,Luisa Hernández,Sacatepéquez,Alta Verapaz,Juguetes,9.3,R,Sobre
02914,Javier García,Guatemala,Suchitepéquez,Herramientas,6.8,E,Sobre
02915,Javier Rodríguez,Peten,Peten,Artículos de decoración,5.6,E,Bolsa
02916,Sofía Méndez,Peten,Escuintla,Ropa,0.7,E,Sobre
02917,Carlos García,Escuintla,Alta Verapaz,Electrónicos,1.1,E,Bolsa
02918,Sofía Méndez,Huehuetenango,Guatemala,Electrónicos,0.7,R,Paquete Grande
02919,Carolina Castillo,Sacatepéquez,Peten,Electrodomésticos,4.9,R,Paquete Mediano
02920,Sofía Rodríguez,Quetzaltenango,Izabal,Libros,5.0,R,Sobre
02921,Andrés López,Huehuetenango,Suchitepéquez,Herramientas,1.6,T,Sobre
02922,Ana Morales,Huehuetenango,Chimaltenango,Juguetes,7.0,T,Bolsa
02923,Juan Ramírez,Quetzaltenango,Alta Verapaz,Comida,8.1,E,Sobre
02924,Carolina Méndez,Peten,Suchitepéquez,Juguetes,7.8,R,Paquete Grande
02925,Diego López,Alta Verapaz,Alta Verapaz,Herramientas,1.5,T,Sobre
02926,Luisa Morales,Suchitepéquez,Alta Verapaz,Artículos de decoración,0.1,E,Paquete Grande
02927,Luisa González,Escuintla,Huehuetenango,Juguetes,2.2,R,Bolsa
02928,Diego García,Quetzaltenango,Izabal,Libros,1.5,E,Paquete Grande
02929,Carlos Morales,Quetzaltenango,Escuintla,Electrónicos,7.4,R,Paquete Grande
02930,Javier Castillo,Sacatepéquez,Alta Verapaz,Ropa,9.6,T,Paquete Grande
02931,Diego Ruiz,Guatemala,Quetzaltenango,Electrodomésticos,9.5,E,Bolsa
02932,Juan Hernández,Sacatepéquez,Escuintla,Artículos de decoración,5.0,R,Paquete Mediano
02933,María Rodríguez,Alta Verapaz,Chimaltenango,Herramientas,5.4,R,Bolsa
02934,María Rodríguez,Chimaltenango,Sacatepéquez,Electrodomésticos,8.3,E,Paquete Grande
02935,Sofía García,Chimaltenango,Sacatepéquez,Artículos de decoración,1.1,E,Sobre
02936,Carlos Morales,Escuintla,Peten,Herramientas,3.1,E,Paquete Grande
02937,Sofía Méndez,Chimaltenango,Sacatepéquez,Herramientas,6.0,T,Bolsa
02938,Carlos Méndez,Sacatepéquez,Guatemala,Electrodomésticos,3.6,E,Bolsa
02939,María Hernández,Alta Verapaz,Peten,Herramientas,3.8,T,Sobre
02940,María González,Guatemala,Chimaltenango,Libros,8.9,E,Paquete Grande
02941,Carolina Morales,Suchitepéquez,Izabal,Ropa,2.1,R,Paquete Grande
02942,Carlos Hernández,Izabal,Suchitepéquez,Electrodomésticos,0.7,E,Bolsa
02943,Luisa Castillo,Chimaltenango,Peten,Libros,9.2,E,Sobre
02944,María Hernández,Chimaltenango,Alta Verapaz,Libros,8.6,R,Sobre
02945,Carolina Hernández,Izabal,Alta Verapaz,Libros,9.3,E,Sobre
02946,Carolina López,Sacatepéquez,Alta Verapaz,Comida,8.4,T,Bolsa
02947,Diego Rodríguez,Izabal,Chimaltenango,Electrodomésticos,5.0,R,Paquete Grande
02948,Andrés Hernández,Izabal,Izabal,Electrónicos,8.4,R,Bolsa
02949,Carlos López,Izabal,Quetzaltenango,Ropa,8.6,T,Paquete Mediano
02950,Andrés Rodríguez,Chimaltenango,Peten,Ropa,8.0,R,Bolsa
02951,Andrés Morales,Peten,Escuintla,Herramientas,9.5,T,Bolsa
02952,Luisa González,Sacatepéquez,Escuintla,Libros,4.7,T,Sobre
02953,Diego García,Chimaltenango,Suchitepéquez,Herramientas,1.9,R,Sobre
02954,Javier Ruiz,Izabal,Guatemala,Libros,3.7,E,Bolsa
02955,Javier Castillo,Izabal,Quetzaltenango,Electrónicos,7.6,E,Sobre
02956,María Méndez,Huehuetenango,Quetzaltenango,Juguetes,5.6,R,Paquete Grande
02957,Carolina García,Peten,Alta Verapaz,Electrónicos,9.7,T,Paquete Mediano
02958,Juan Ruiz,Huehuetenango,Sacatepéquez,Herramientas,6.4,R,Paquete Mediano
02959,Andrés López,Huehuetenango,Sacatepéquez,Artículos de decoración,0.6,R,Paquete Grande
02960,Juan Hernández,Peten,Guatemala,Herramientas,6.1,E,Paquete Mediano
02961,María Ramírez,Alta Verapaz,Huehuetenango,Electrodomésticos,1.5,E,Paquete Grande
02962,María Castillo,Alta Verapaz,Huehuetenango,Comida,9.6,R,Paquete Mediano
02963,Carlos Ruiz,Izabal,Peten,Comida,6.8,E,Paquete Mediano
02964,Ana Morales,Suchitepéquez,Suchitepéquez,Artículos de decoración,5.4,R,Bolsa
02965,María Méndez,Sacatepéquez,Escuintla,Libros,8.6,R,Paquete Mediano
02966,Sofía Hernández,Suchitepéquez,Peten,Libros,7.8,R,Paquete Grande
02967,Carolina Morales,Guatemala,Escuintla,Electrodomésticos,6.7,T,Bolsa
02968,María García,Peten,Izabal,Libros,6.2,T,Bolsa
02969,María García,Peten,Peten,Herramientas,9.4,R,Sobre
02970,Carolina Hernández,Escuintla,Huehuetenango,Electrodomésticos,7.5,R,Paquete Mediano
02971,Diego Hernández,Huehuetenango,Alta Verapaz,Juguetes,8.7,R,Bolsa
02972,Javier González,Peten,Guatemala,Herramientas,6.8,T,Paquete Mediano
02973,María Morales,Guatemala,Escuintla,Artículos de decoración,7.1,E,Bolsa
02974,Juan Ramírez,Peten,Escuintla,Juguetes,0.4,E,Bolsa
02975,Carolina García,Guatemala,Peten,Electrónicos,8.5,R,Sobre
02976,Luisa Hernández,Quetzaltenango,Chimaltenango,Ropa,6.6,E,Paquete Mediano
02977,María García,Izabal,Suchitepéquez,Electrónicos,0.4,T,Paquete Grande
02978,Andrés López,Huehuetenango,Huehuetenango,Juguetes,9.8,R,Paquete Grande
02979,Sofía Ruiz,Huehuetenango,Quetzaltenango,Electrónicos,0.8,R,Paquete Grande
02980,Sofía Hernández,Alta Verapaz,Suchitepéquez,Artículos de decoración,2.3,E,Paquete Mediano
02981,Andrés Morales,Chimaltenango,Huehuetenango,Comida,5.9,R,Sobre
02982,Javier Ramírez,Chimaltenango,Escuintla,Herramientas,8.7,T,Paquete Mediano
02983,Luisa Méndez,Alta Verapaz,Alta Verapaz,Ropa,3.0,E,Paquete Grande
02984,Javier Castillo,Suchitepéquez,Escuintla,Artículos de decoración,8.4,R,Bolsa
02985,Javier Méndez,Alta Verapaz,Huehuetenango,Ropa,3.7,T,Paquete Grande
02986,Sofía López,Guatemala,Sacatepéquez,Artículos de decoración,0.8,R,Paquete Grande
02987,Carlos Ruiz,Guatemala,Chimaltenango,Libros,2.2,E,Paquete Mediano
